x_title,cat,label
general shepherd,farming,1
advanced occupational therapist clinician - acute,forestry,0
community support worker - wellington and hutt,community social services,1
tapas chef - 3 month contract,chefs,1
class 2 - 5 ht drivers needed now,private practice,0
trainee service technician,trades services,1
data/ict technician - foreman potential wanaka,technicians,1
builder / foreman,electrical,0
talent resourcer and administrator,office administration,1
sales career with cockram kia,automotive,1
civil operator wtr class 2,construction roading,1
project manager,executive general management,1
lead adviser leadership development,data warehousing bi,0
senior product manager - casual seller,air con refrigeration,0
analyst / senior analyst corporate finance,it,1
allied health assistant - wairau hospital,womens health,0
calling all class 4 drivers,drivers couriers,1
commissioning engineer/power technician,electrical,1
user experience designer - fixed term,electrical,0
site safe labourer needed,automotive,0
inwards goods - full time - ashburton,customer-facing,0
environmental sustainability at events intern,building carpentry,0
geotchnical engineer,it,1
qa engineer - digital team,recruitment,0
casual security staff - queenstown,security,1
warehouse allrounder,banking finance insurance,0
class 2 civil driver,machine operators,1
office assistant,administration,1
picker packer,warehouse distribution,1
yard person - henderson,tutoring training,0
loss adjuster,primary,0
reliable farm manager,agriculture fishing forestry,1
pathways coordinator,traffic management,0
software specialist customer channels platform,it,1
bilingual call centre operator,call centre,1
medical imaging technologistbreast screen,engineering,0
junior carpenters,construction roading,0
business advisor,government council,1
bar manager full time bar tender part time,bar staff baristas,1
general site foreman structures or fitout,construction roading,1
driver/ runner/ mail sorter 215pm to approx 9pm,reception front desk,0
senior engineer,analysts,0
electrician / service technician,surgical,0
welder/mig welder,boilermakers welders,1
van drivers,transport logistics,1
concreters - auckland region,geotechnical,0
fb assistant - rnzaf woodbourne,property,0
sales assistant,buying,0
customer services administrator,database,0
draughtsman / architectural technician,accountants,0
20/203 team administrator,office administration,1
bicycle mechanic orewa,hr,0
administration support - child development service,administration,1
business analyst data and analytics,medical,0
test engineer sr,testing,1
workshop supervisor queenstown,facilities commercial property management,0
practice nurse,medical,1
part time maternity cover healthcare assistant,traffic management,0
sales consultant,client services,0
weed removal gardening,maintenance,0
programme assistant skids wairakei,import export,0
customer service manager - johnsonville mall,department managers,1
preschool teacher,early childhood,1
distribution centre supervisor,manufacturing operations,1
cnc operator/ fitter turner,engineering,1
technical team lead,programming development,1
machinery operator,farming,1
communications and marketing director,community social services,0
production process workers,transport logistics,0
bookbinder full training provided,surgical,0
allied health unit manager - dunedin hospital,community social services,1
radiation therapists - new graduates,healthcare,1
principal design engineer,civil structural,1
flooring sales team mitre 10 mega ruakura,building carpentry,0
teacher at learning centre,tutoring training,1
clinical manager - rossendale care home,healthcare,1
tractor driver,farming,1
retail assistants waiheke island,audit,0
christmas team member 2020 newmarket,store managers,1
operations crew member,manufacturing operations,1
contract and funding manager,healthcare,1
investment and development manager,risk compliance,0
no8 restaurant manager,management,1
clinical services director 08 fte,sales support,0
registered nurse - rhoda read continuing care,healthcare,1
compliance manager - pakn save clendon,health safety,1
reception administrator - shore,accountants,0
business development manager,property,1
loan administrator,dentistry,0
technical services officer,brand product management,0
deputy charge sonographer,healthcare,1
cook / assistant cook,hospitality tourism,1
labouring - roading science team,engineering,1
sales and service assistant - the base,retail assistants,1
registered nurse / tapuhi rehita - icu,private practice,0
landscaper- site foreman,gardening landscaping,1
senior architectural designer - christchurch,architecture,1
class 5 linehaul driver,sign writers,0
sales representative - auckland,business development manager,0
cof b inspector,couriers,0
weekend merchandiser - nelson area,journalism,0
senior business partner - manufacturing and operat,management accountants,1
react native developer,planning,0
consultant general paediatrician,healthcare,1
account manager - domestic,air con refrigeration,0
teacher/tutor - science/biology,education,1
community tenancy manager,residential sales management,1
social worker - acute response team mental health,healthcare,1
warehouse pick packers,accounts payable,0
mechanical project engineer - intermediate level,engineering,1
ruby on rails developer,it,1
cook - gisborne hospital,financial accounting reporting,0
painters and brush hands required,trades services,1
allied health assistant,database,0
qualified senior stylist - havelock north salon,air con refrigeration,0
inbound customer care consultant,estimation,0
public health medicine specialist/medical officer,paediatrics,0
physically strong night shift labourers - otahuhu,storepersons warehousing,1
registered midwives full/part time maternity,healthcare,1
class 4 fuel tanker driver,business advisory services,0
customer service - warehouse,customer-facing,1
revit structural draughtsperson,drafting,1
pita pit hiring,corporate institutional banking,0
experienced concrete placer/screeder,it,0
qualified teacher beststart north road,boilermakers welders,0
federal chef,chefs,1
people and culture on-site support,administration,1
ece area manager - hawkes bay,web design,0
senior housing caseworker,community social services,1
programme director specialist projects,assistant accountants,0
aged care cook,tax,0
cafe manager- full time,hospitality tourism,1
gardeners grounds - maintenance opportunities,tourism tour guides,0
unit coordinator - hospital,healthcare,1
property portfolio manager - grey lynn,property,1
wool classer,machine operation,1
veterinary nurse - taradale veterinary hospital,healthcare,1
night assistant supervised group home - oranga tam,tellers branch staff,0
