x_title,cat_list,cat_list_index
administrator with customer service,"['office & administration', 'administration']","[30, 31]"
administrator – temps,"['office & administration', 'administration']","[30, 31]"
"administrator, outpatients 0.625 fte","['healthcare', 'administration']","[22, 31]"
"administrator, population health & planning &","['healthcare', 'administration']","[22, 31]"
"administrator, science & environment","['office & administration', 'administration']","[30, 31]"
administrator/cashie,"['office & administration', 'administration']","[30, 31]"
administrator/coordi,"['office & administration', 'administration']","[30, 31]"
administrator/custom service,"['office & administration', 'administration']","[30, 31]"
administrator/pa,"['office & administration', 'ea, pa & secretarial']","[30, 165]"
administrator/recept,"['office & administration', 'administration']","[30, 31]"
"administrator/recept - rural, family &","['healthcare', 'administration']","[22, 31]"
admistration assitant,"['healthcare', 'administration']","[22, 31]"
adult apprentice roofer,"['trades & services', 'roofing']","[0, 24]"
advanced clinician / clinical nurse specialist -,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
advanced clinician speech language therapist,"['healthcare', 'community & social services']","[22, 27]"
advanced labourer,"['trades & services', 'labourers', 'construction & roading', 'labouring']","[0, 1, 8, 66]"
advanced labourer / leafer,"['trades & services', 'labourers']","[0, 1]"
advanced labourers,"['construction & roading', 'labouring']","[8, 66]"
advanced manufacturing technologist,['science & technology'],[97]
advanced occupational therapist clinician - acute,"['healthcare', 'occupational therapy']","[22, 107]"
advanced skin therapist,"['trades & services', 'beautician']","[0, 179]"
advertising account executive,"['sales', 'sales reps']","[57, 84]"
advertising media buyer,"['marketing, media & communications', 'advertising']","[40, 125]"
"advertising sales earn over $1500 pw, work at home","['sales', 'telesales']","[57, 158]"
adviser development manager – north island,"['banking, finance & insurance', 'insurance']","[50, 51]"
adviser monitoring agency relationships,"['marketing, media & communications', 'communications & pr']","[40, 79]"
"adviser, licensing","['it', 'business & systems analysts']","[2, 7]"
"adviser, ministerial services","['office & administration', 'administration']","[30, 31]"
advisor,"['office & administration', 'administration', 'hr & recruitment', 'recruitment']","[30, 31, 76, 88]"
advisor (issues & operations),"['government & council', 'central government']","[37, 38]"
advisor - financial evaluation,"['government & council', 'central government']","[37, 38]"
"advisor / senior advisor, designing for the future","['hr & recruitment', 'hr']","[76, 77]"
advocacy specialist,"['banking, finance & insurance', 'insurance']","[50, 51]"
aem/java developer,"['it', 'programming & development']","[2, 65]"
aerial / sky tv technician,"['trades & services', 'technicians']","[0, 6]"
after hours coordinator,"['customer service', 'call centre']","[54, 55]"
after school care,"['education', 'primary']","[4, 46]"
after-hours coordinator,"['healthcare', 'administration']","[22, 31]"
aftermarket sales / milk quality representative,"['sales', 'sales reps']","[57, 84]"
afternoon cleaner - pukekohe (8.75 hours/week),"['trades & services', 'cleaning']","[0, 86]"
afternoon packing room operator,"['manufacturing & operations', 'process & assembly']","[20, 36]"
afternoon/evening cleaners - dargaville,"['trades & services', 'cleaning']","[0, 86]"
aftersales assistant,"['automotive', 'sales, operations & parts']","[59, 74]"
ag beam manager,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
ag tech/ewp tech or diesel tech,"['trades & services', 'technicians']","[0, 6]"
aged care - personal caregiver - levels 0 - 3,"['healthcare', 'caregiving']","[22, 23]"
aged care cook,"['hospitality & tourism', 'chefs']","[14, 15]"
aged care home manager - radius heatherlea,"['healthcare', 'management']","[22, 39]"
aged care manager,"['healthcare', 'management']","[22, 39]"
agency account executive – p4514,"['marketing, media & communications', 'advertising']","[40, 125]"
aggregates & earthworks manager,"['construction & roading', 'project & contracts management']","[8, 101]"
agile coach,"['it', 'programming & development']","[2, 65]"
agile programme manager,"['it', 'project management']","[2, 48]"
agile project manager,"['it', 'project management']","[2, 48]"
agile team facilitator,"['office & administration', 'administration']","[30, 31]"
agri manager golden bay,"['sales', 'account management']","[57, 175]"
agri-business livestock trainee,"['sales', 'sales reps']","[57, 84]"
agribusiness analyst,"['it', 'business & systems analysts']","[2, 7]"
agribusiness partner,"['banking, finance & insurance', 'client services']","[50, 191]"
agricultural chemical applicator,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
agricultural graduate,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
agricultural parts interpreter,"['automotive', 'sales, operations & parts']","[59, 74]"
agricultural plant operator,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
agricultural sales,"['sales', 'sales support']","[57, 148]"
agricultural sprayer & spreader operator,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
agriculture machinery operator,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
"agriculture, fencer, labourer","['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
air con tech: earn nz $3k p/w (after tax) overseas,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning & refrigeration mechanic,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning & refrigeration service technicia,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning and ducting installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning engineer / registered electrician,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning maintenance engineer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning maintenance technician,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning service technician/installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
air conditioning/hvac installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
airbnb cleaner,"['hospitality & tourism', 'housekeeping']","[14, 144]"
aircraft cleaning position - evenings,"['trades & services', 'cleaning']","[0, 86]"
aircraft maintenance engineer,"['engineering', 'maintenance']","[47, 108]"
aircraft refueller auckland airport,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
aircraft technician,"['trades & services', 'technicians']","[0, 6]"
aircraft technician (permanent),"['trades & services', 'technicians']","[0, 6]"
airline baggage handling agents,"['hospitality & tourism', 'reception & front desk']","[14, 189]"
airline operations team member,"['hospitality & tourism', 'reception & front desk']","[14, 189]"
alarm technician,"['trades & services', 'technicians']","[0, 6]"
alcohol & drug clinician,"['healthcare', 'community & social services']","[22, 27]"
alcohol & drug clinician - community mental,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
alcohol and drug clinician - puna awhi-rua,"['healthcare', 'community & social services']","[22, 27]"
alcohol and drug registered clinician,"['healthcare', 'community & social services']","[22, 27]"
alcohol and other drug caseworker,"['healthcare', 'community & social services']","[22, 27]"
alcohol and other drugs caseworker,"['healthcare', 'community & social services']","[22, 27]"
alcohol other drug and co-existing problems,"['healthcare', 'community & social services']","[22, 27]"
allied health assistant,"['healthcare', 'community & social services']","[22, 27]"
allied health assistant (fixed term),"['healthcare', 'community & social services']","[22, 27]"
allied health assistant - wairau hospital,"['healthcare', 'community & social services']","[22, 27]"
allied health assistant / kaiawhina taurimatanga,"['healthcare', 'community & social services']","[22, 27]"
"allied health assistant, child development service","['healthcare', 'community & social services']","[22, 27]"
allied health coordinator,"['healthcare', 'management']","[22, 39]"
allied health professional - sorted youth aod,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
allied health professional or dapanz,"['healthcare', 'community & social services']","[22, 27]"
allied health therapy assistant,"['healthcare', 'community & social services']","[22, 27]"
allied health therapy assistant - child,"['healthcare', 'community & social services']","[22, 27]"
allied health unit manager - dunedin hospital,"['healthcare', 'community & social services']","[22, 27]"
alloy fabricator/boat builder/alloy welder,"['trades & services', 'boat building']","[0, 187]"
alloy welder fabricators - invercargill,"['trades & services', 'boilermakers & welders']","[0, 52]"
